,Date,Authentication,Description,Rating
698,2017-10-24,Verified,"serious impact on the quality   Flew London Heathrow to Madrid. British Airways monopoly of the routes to Spain have a serious impact on the quality. BA owns Iberia so there’s no competition. Planes are the worst of the BA fleet, check-in is a nightmare because they operate each other’s flight, but the online check in does not recognize each other’s booking references. Really the worst of BA and Iberia worlds together.",0.4
699,2017-10-23,Verified,"budget airline at premium price   London to Zurich. A budget airline at premium prices. Lots of late and cancelled flights. Pay for luggage, food and drinks. Poor customer services even at Silver level. I have had flights cancelled in the past and after a long time on the phone offered an alternative flight from another airport. No assistance for transport.",0.4
700,2017-10-19,Verified,"very pleasant crew    Malaga to Gatwick. Our return trip from holiday was equally pleasant. Check-in at Malaga was a breeze although security was packed even though a quiet Sunday. VIP lounge at Malaga used by BA and other airlines (apparently its the only one there) is pretty useless compared with the old BA lounge that used to be there - cost cutting ?? Guess we were spoiled by Gatwick !! Drink okay but limited, food pretty awful but seating comfortable and it is very spacious. Flight left on time and again arrived half an hour early due I guess to help from Hurricane Ophelia which I guess we were on the fringe of. In board catering and drinks up to the usual quality and very pleasant crew - chatted to the First Officer, nice man. All in all we were well looked after in this Class so can't complain.",0.5
701,2017-10-18,Verified,"food was well presented   Gatwick to Malaga. First flight with BA from new home at South Terminal at London Gatwick. Upon arrival at check-in at 6:30 a.m was a bit disappointed to see few staff available to deal with Business class passengers resulting in a 20 minute wait to sort out our bags. However, Fast Track through Customs was efficient and made up for the earlier minor irritation. New lounge in South Terminal is spacious and food and beverages up to the usual good quality, although sadly, the reduction towards a cheap airline is showing in the cracks. A319 to Malaga was uneventful and onboard food was well presented and of good quality. We arrived 30 mins ahead of schedule due to fortunate winds so cannot complain. Overall flight quality has to be excellent.",1.0
702,2017-10-17,Verified,"Deliberate extortion   London Heathrow to Nice. Deliberate extortion by BA in my opinion. I booked an economy basic return from Nice to London with BA. Days before the outbound I had to make a change to the outbound flight and go a day earlier. I ended up buying a new single outbound flight as BA app crashed when i tried to change or cancel just the original outbound flight. In the UK I received a medsage that my return flight was ready for check in from BA. However app again gave up and said I had logged in too many times. Upon arrival at Heathrow I was told BA had cancelled my return booking as i had multiple bookings. They said I had to pay approx £350 to buy a new single ticket home, even after I explained my situation. I argued that had I been informed that they had cancelled my flight 5 days ago when they did I could have at least bought a cheaper flight. Even the day before when I got the check in open message would have allowed me to book cheaper. Eventually the customer relations manager offered a ticket for £122 (charging me again for taxes). As i needed to get back and there was no time to go to Gatwick for cheaper flight I had no choice but to pay. Terms and conditions may well tell that flight will be cancelled but when I asked ticket person how many people he thinks read t&c he said he would not like to comment.",1.0
703,2017-10-17,Verified,"depths to which BA have descended   Gatwick to Orlando return. Worst ever long-haul Business Class flight.  We have experienced many airlines and many different classes of travel over the years but this most recent flight highlights the depths to which British Airways have descended (not the world’s favourite airline by far). We have never liked BA’s Business Class (Club World) seats since they changed over to the Yin-Yang layout of 8 seats across the cabin. The seat layout together with the poor service, meant we can honestly say this was the worst ever long-haul Business Class flight we have experienced. To this day I have never understood how from a health and safety viewpoint the CAA regulators ever allowed this seat configuration in the first place. Unless you are sat in an aisle seat, cabin crew have to reach over other passengers to pass hot drinks/meals which is just ridiculous. (True this happens in other seat classes as well but usually at a less precarious angle and generally not from behind your head!) In order to get out of the centre seats (rows E and F) and the window seats you have to climb over another passenger’s feet if they have their foot rest down and seat reclined. In the dimmed cabin lighting this is tricky and potentially dangerous; as a minimum you normally end up kicking the passenger you are climbing over. We are both able bodied but anybody less mobile would really struggle to get out into the aisle for whatever reason. You almost feel imprisoned in the centre seats and you are often also ignored because the cabin crew just pass by quickly, often from behind you so by the time you notice them, they have gone. We should not have to use a call button just to get basic service. The return leg was a night flight, the service overall was very poor, the crew just wanted to turn the lights down ASAP. The service at breakfast was also poor, the offerings were inconsistent. My wife struggled just to get an orange juice on her side of the cabin, whereas I at least got that but struggled to get a second cup of coffee. The entertainment system was archaic (very few recent film titles), the small screen resolution was very poor; this aircraft was delivered to BA in March 1999 and it shows its age. This flight might have been a few hundred pounds cheaper than competitors but in future we will pay the extra to get a decent seat and service. BA are only getting away with retaining these dreadful seats versus aisle access for everybody because the corporate passenger market is letting them. It is obvious if your employer is paying and says you can either choose to have an economy seat or one of those dreadful business class seats, you will obviously choose the business class seat and put up with the difficulties and poor service. It will be marginally better than being seated at the back; but that does not make it right. We will probably never fly BA long-haul business class (Club World) again while we are paying for the tickets unless they stop being so arrogant and re-configure their seating!",0.1
704,2017-10-17,Verified,"I won't fly with them again   London to Abu Dhabi. I told BA at check-in that I would be interested in upgrading to Premium Economy if a window seat was available. The lady replied ""can I check - you are only interested in upgrading if there is a window"". I replied yes. After a series of phone calls, the upgrade was processed (I paid 149 GBP). My seat had no window or view at all as that seat is situated at the back of Premium Economy where the toilets should be. When I complained, I was told that seats could not be guaranteed so I had no complaint. No refund offered, no token gesture offered, nothing. The food was nice and the seat was very comfortable. If it wasn't for the rude customer service I would fly again. I was led to believe I could pay for a window seat and I paid in good faith. I've flown BA for years, but this year has been disappointing. I won't fly with them again.",0.3
705,2017-10-15,Verified,"Overall a good flight   Gatwick to Faro. Pretty good flight all round, and as ticket was bought in sale with car hire as well, it worked out good value. Check in area at south terminal is very nice and I was checked in very quickly, with fast track security equally quick. The new BA lounge is really well decorated and laid out with lots of nice and varied seating, interesting light fixtures and good views of the tarmac. It was early morning and breakfast was served, which was reasonably good. Although the hot options were just bacon roll, omelette roll or porridge which felt quite limited. Staff were all excellent. Boarding was quick, cabin crew friendly although no pre flight drink at all offered. This was an older aircraft with the old style seating, but the aircraft was clean and didn’t show much sign of age. The seats are comfortable enough, although legroom is not amazing. I was lucky enough to be in the front row so had more than most. The cooked breakfast was actually fairly good I think, nothing world shattering but decently cooked and fairly good quality ingredients. Disembarkation was quick enough, although bags took quite a while. Priority baggage didn’t seem to count for a lot, and annoyingly my priority bag tag had come off and ended up being one of the last bags. Overall a good flight.",0.2
706,2017-10-13,Verified,"true case of rip-off BA   London to Madrid in economy class. Late booking and quite an expensive ticket to fly from Heathrow. Online check in and no luggage to check in so airport process was okay. Boarding quite efficient. Cabin was dirty - carpets, table and windows all unpleasant and cannot believe a cleaner set foot from the earlier flight. Everything pay onboard if you want to eat or drink, choice okay in brochure but the speed for serving this was awful. Staff seemed to have real problems with all card payments, and became bad tempered towards those of us wanting to buy. I wouldn't have minded on a cheap ticket, but this was not a true case of rip-off BA in 2017. Will avoid if possible.",0.8
707,2017-10-12,Verified,"staff were insanely rude2  I was told on the Saturday that my hand luggage was fine (the right size) by BA staff at Geneva airport - it was physically inspected. Then, on Monday, I was ordered to pay £65 (83 Francs). Staff at the airport were insanely rude (to be honest, the supervisor particularly). Their customer service is also awful. It's a joke of an airline compared to competitors like Qatar. When filing a complaint, they did not respond for 3 weeks. They only responded when I chased them up, said waiting time is actually 4 weeks. Can you believe that? The explanation was their IT system failed in May 2017, an internal matter which they clearly still not resolved.",0.3
708,2017-10-11,Verified,"truly disappointed with BA   Grand Cayman to London. I can't comprehend is why a flight that sums up to about 12 hours of travel across the Atlantic Ocean, only allows 1 check in free bag for economy class. Upon returning to GCM from LON on October 6, 2017, I had to pay £290 for additional baggage.  Particularly for university students (such as myself) who migrate from such distances to achieve good education.  In addition to the disgusting rates for additional baggage, has BA gotten so cheap that they no longer provide a complimentary travel toothbrush, toothpaste & eye mask for 12 hour flights? That was one of the things I appreciated most about BA as it made me feel valued. I am truly disappointed with BA these days and whenever the day comes that another airline travels directly to LON from GCM you guarantee I WILL abandon BA!",0.1
709,2017-10-11,Verified,"I tried BA, never again   Sydney to Paris via London, after flying with them I have to admit it's probably the worst airline I have been flying. When I boarded the plane, I notice some ketchup on the window and wall next to my. I assume for long distance flight airlines should provide you a mask for you to sleep, ear plugs, maybe a small tube of toothpaste. Here you have some headphones and that's all. With British Airways, you can order some special meals. I received my first low callries meal as expected but they could not find the breakfast. One of the cabin crew asked me if I ordered a special meal. The plane looked quite old. I tried BA, never again.",0.4
710,2017-09-29,Verified,"now worse than Ryanair   Geneva to London. British Airways used to be my favourite airline, however, over the last 2 years I have experienced some appalling service in pretty much every flights I have had with them. I do fly with BA about 30 times a year. In this specific occasion my flight was cancelled for apparent adverse weather (this being in the middle of summer in a time where the weather was excellent in both my departure/arrival cities) I was told abput this the day before in the afternoon bearing in mind I was flying at 7am the morning after. Their communication was made via text including a number to call back to re arrange my flight. I must have call that number about 30 times without success as the lines were too busy. When I managed to connect I have had to hold for an hour before the line died. I have only managed to speak to them at 11pm that day when they told me they placed me on a flight 4.5 hours later. Horrible customer service by the way, the person I was talking to couldn't care less. I was originally flying in business and I was placed in economy instead. I was told that there was no compensation for the delay because it was due to the weather conditions (a lie of course as the weather was still amazing in both countries) and promised a refund on the fare which to date (about 4 months later) has still not happened. If you call them they transfer your call to India where if you are lucky you spend an hour waiting to end up speaking to someone unable to help. What once was the best airline is now worse than Ryanair. Avoid if possible",0.5
711,2017-09-27,Verified,"used to be a nice airline  BA used to be a nice airline with great customer service, those days are long gone. If you fly in their ""business class"" you will get what you used to get in economy 5 years ago: same leg space, same food, same drinks. Forget about a welcome drink before take off, 3 course dinner (was offered a chicken club sandwich on my last flight) and personalized service. Economy class is just like easyjet or Ryanair, but you will pay much less for the latter ones. Shame.",0.1
712,2017-09-27,Verified,"BA has fallen even lower   London Heathrow to New York. After reading reviews I was hoping some were inaccurate, but after this flight in Club World I realise that BA has fallen even lower than many have said. Check in at T5 was interminably slow with one of the most arrogant staff I have encountered for years. The lounge was crowded and dirty, and the food selection is terrible for a premium facility. Onboard, seats are old and tatty, cramped and uncomfortable and offer no privacy whatsoever. The food was passed across my neighbours seat to reach me, and what a lousy offering this was - below many airline economy meal standards. IFE screen was not working properly, fuzzy and very poor. Cabin crew were polite and trying to be friendly, but they certainly hide in the galley as soon as they can and judging from the standard of the toilets towards the end of the flight, they do not see it as part of their job to maintain these. Luckily, I am leaving the USA to Asia from Los Angeles next week on Eva Air and expecting a big step up in standards.",0.3
713,2017-09-26,Verified,"was a good experience   Port of Spain to Gatwick via St. Lucia was a good experience. I don't have any complaints regarding the seat quality or flight attendants, who did a very good job during the flight on keeping the passengers safe and serving meals and drinks. The seat was comfortable enough, a bit wider than on low cost flights, I had extra space and as I noticed the leg room between seats was regular. I had a seat behind the bulkhead with enough leg room. There was a minor issue, the flight had a stop at St. Lucia, after which the new flight attendants insisted on waking up the people on the front row, opened their entertainment system screens, to show them the safety video which was shown about an hour and a half on take off from Port of Spain. I told them it's not necessary to view the video again and actually the video was not available this time, so this would be something the management should look into. In-flight entertainment was good, with no advertising, which pleased me a lot. I had a jolly passenger next to me in the middle seat, who had a bit too much to drink and moved a lot in the seat, sometimes talked louder than necessary, but he was still fun to have around and the flight attendants made sure in a very polite and funny way that he does not disturb the other passengers. There were minor issues during check-in at the departure airport in Port of Spain, the BA staff forgot to put a priority tag on my bag and give me a voucher for the lounge as I have a gold card on Oneworld. To use the lounge I had to use my Priority Pass not to waste time until the matter was cleared with the ground staff. I was flying further from Gatwick to Istanbul on Turkish Airlines, hoping I would not have to change airports in London and as a result go through immigration, take the baggage out, check-in again, pass immigration and security again, but BA doesn't have an agreement with Turkish Airlines and I had to go through this lengthy process.",0.3
714,2017-09-26,Verified,"Simply appalling   Flew London Heathrow to Chicago. Simply appalling. Aircraft was old configuration B-747-400 with Premium Economy adjacent to First Class. Cabin was filthy, and carpets coming up. Food was inedible. The IFE system was old, slow, and low resolution. No wireless of course, either. British Airways senior executives should be forced to endure this awful service, and sample it themselves. For them to call it ""First Class"" is insulting, demeaning, and arrogant in the extreme. These old aircraft need to be replaced with the lovely A380, and the entire First Class and Club Class product should be reviewed / enhanced. But of course, this will never happen whilst this airline has a virtual monopoly across the Atlantic.",0.9
715,2017-09-26,Verified,"on a par with low cost carriers   Jersey to Gatwick. Flight left on time and the plane was clean and modern. The crew were friendly. The flight was only 40 minutes and the crew worked hard to try and serve everyone who wanted to buy food or drinks but I’m not sure they made it to the final rows. I think the problem is that there are only 2 staff to service the economy cabin whereas on our EasyJet flight out there had been 4 staff (as there is no business class). I still don’t think the buy on board is working that well, but that is not the crew’s fault. We were pleased to arrive 20 minutes early although it was a shame to have to get a bus to the terminal. The BA offering is now on a par with low cost carriers and as we got a competitive price for this flight we were fairly happy.",0.1
716,2017-09-24,Verified,"nothing special to recommend   Gatwick to Tirana. Full flight on both outward and return journey. The seating was adequate for a short journey but only limited pitch. The aircraft was clean. Cabin crew were present and friendly throughout the journey but busy selling food and on board goods. The main advantage of this airline was the direct flight from UK to Tirana, otherwise nothing special to recommend. Both flights on time.",0.7
717,2017-09-24,Verified,assumption it was a quality carrier  I booked British Airways to travel under the assumption it was a quality carrier not a low cost carrier. I expected a meal and baggage to be included. I was unaware of the brand changes and was very disappointed after I booked. This airline is no longer quality with the prices they charge. Expect a budget airline experience here. Staff were very friendly and helpful however. Pilot also chatty throughout the flight giving us lots of info.,0.7
718,2017-09-22,Verified,"Economy seats are small   Kuala Lumpur to Berlin via London. Aircraft long haul new and clean, short haul a bit old, but still acceptable. Crew overall are lovely, pleasant service. BA food is on the top of the rank. Kuala Lumpur to London My boyfriend and I got beef stew and chicken satay as dinner and beef omelette as breakfast. Also very tasty. We got 2 wines and so many juices. Return flight was chicken curry and pesto pasta. Again, it flavorful. And we got beef congee and Engliah breakfast before we landed. Short hauls don't have any food. Inflight entertainment not the best, but still acceptable. Short hauls don't have any screens. Only thing I don't like is the seats. Economy seats are small. I have no problem with it since I am a petite girl, but still very uncomfortable to sit straight up. If I knew before, I will book a premium economy, that one seems nicer and have more space. I got the best price for round trip, value for money!",0.4
719,2017-09-21,Verified,Crew were good   I flew from Brussels to London Heathrow on an A320. The aircraft was about three quarters full. Boarding was smooth and we left and arrived slightly early. The sale of food and drinks went well and didn't appear to have much of a take up on this flight of less than an hour. Crew were good.,0.9
720,2017-09-12,Verified,airline is clearly failing fast   Dubai to London. I am a regular BA flyer and so generally my expectation is low nowadays as they almost become a Tier 2 airline. The journey started in the Concorde lounge Dubai and it is a very small area with little food that in the two hours I was there was not refreshed. Onboard the 777 you begin to sense the jobs worth attitude of the staff who seem to permanently work to rule. Amazingly when the menu came it contained only an Arabic snack with no options. They say this is to allow maximum sleep. No other airline has done this. Breakfast was undercooked slop and it was inedible. It is incredible that you can spend 10000 usd on a ticket and you can't even get a meal. The airline is clearly failing fast and I wish now I had flown the luxury of Emirates at half the price. Very disappointing and they don't care.,0.5
721,2017-09-11,Verified,nice flight with good cabin service   London Heathrow to Biarritz. Had a very nice flight with good cabin service and informative cockpit crew. First time to experience a 375 ml bottle of champagne on the drinks trolley which was chilled for me. Terminal 5 is a nice place to start any trip and would choose BA for my next holiday.,0.3
722,2017-09-11,Verified,"they are just an embarrassment   London Gatwick to Funchal. In my opinion British Airways have got things badly wrong in the race to the bottom. For travellers in Economy BA are now just another budget carrier and not a very good one at that. They have failed to understand what their true market is all about. Generally if people want to use a cheap budget carrier they will use the likes of Ryanair or Easyjet. The BA brand has always been associated with the quality that a full service airline provides, but sadly not any more. The choice of food for sale to the economy passenger is not only poor but it's expensive. Frankly it must be embarrassing for the cabin crew to make announcements saying that the business class passengers will be offered a hot meal and free drinks but all those in economy must pay. And that assumes that from the enormous range of 2 types of sandwich on offer that there will be any left. On our flights to and from Funchal there was a single trolley for the entire economy cabin, in each case taking more than 2 hours to make it from the front to the back. Service could only have been any slower if the crew were trying to sell scratch cards along with the overpriced food and drink! Maybe that's in the next part of the BA master plan?! British Airways used to be a national carrier to be proud of but these days they are just an embarrassment, not a full service airline or a decent budget carrier, simply lost somewhere in the middle. As a fairly regular traveller of many years my preference would always been to travel with my national airline but this race to the bottom is driving me away. Don't BA management understand that there are many people who would gladly pay a little bit more for 'free' food and drink? Sadly I think we know the answer. All we need now is a bugle playing as the plane touches down and the sad transition from world class carrier to poor budget imitator will be complete.",0.9
723,2017-09-09,Verified,"very good flight again   Zakinthos to London Heathrow. Poor check in at Zante airport. Not enough desks, slightly clueless staff. Mrs B had to deploy laser beams to get front row which was free. Slightly late departure and made to wait on hot bus for while before boarding. After that very good flight again. Much busier Club cabin than on way out so two staff but they were still very attentive. Beetroot carpaccio with Goats cheese, melt in mouth Ox Cheek, poor desert again. Again the crew were really good about helping my nervous wife with the female co-pilot coming out to chat. Not left wanting the whole flight. A bug bear on both flights were the economy passengers using the club toilet at will. This kept disrupting the cabin service and made my little one nearly have a problem because of the extra queues. One pays more for more toilets. Kids in dire need, ok, adults No! Time made up almost, T5 quite quick again so another good experience for us with BA. Cheers.",0.2
724,2017-09-09,Verified,"expensive at £343 return   Flew British Airways from Belfast City to London Heathrow. First time I flew from Belfast and it's a great little airport. I had access to the BA lounge, which for such a small airport is pretty good. It was an evening flight and there were a decent choice of cold sandwiches including: chicken, smoked salmon, egg, etc. The bar was well stocked including Fever Tree tonic and Grey Goose vodka. Champagne was available on request. Due to a flight delay our plane did not depart from the air bridge, but at gate 6, but we could access this gate using stairs from the lounge, this was managed well as we were given priority boarding before general boarding was announced in the main terminal. The flight was probably at 30% capacity so the FA had no problems serving passengers. The flight was delayed by 30 minutes but we made some time and was at the gate at Heathrow 20 minutes late. This was a last minute booking for business and was pretty expensive at £343 return. But as a Gold member I got most of the business class benefits.",0.8
725,2017-09-09,Verified,"staff were extremely friendly   Toronto to London Heathrow and was very pleasantly surprised. BA Lounge in terminal 3 at Pearson is small but quiet compared to others. Great window seats overlooking tarmac. Separate meal service area prior to flight allowed me to focus on sleep during this red-eye that left at 22:00. Meal in lounge was buffet style but had a really good made to order noodle bar. Drink choices perfectly adequate. Staff very helpful and cordial. Flight left half an hour late but made up time and landed early. Cabin staff were extremely friendly and helpful. The seats must be the most talked about issue for BA club world. They do indeed ""pack them in"" compared to any other business class flight I have taken. That said, seats fully reclined, I had no issues with faulty equipment and it was very comfortable. Aside from take-off and morning meal service privacy screen never came down between me and fellow traveler. Cost of flight was 30-50% less than other business class options available to me so with this in mind experience was very good. As a side note connected on to Madrid and BA lounges at LHR are fantastic. W",0.8
726,2017-09-09,Verified,"kind and chatty with us   London Heathrow to Zakinthos. From parking meet and greet to inside the Lounge via bag drop, security and three shops took only 50 minutes. Boarding on time, greeted warmly. Managed to grab the front row at online check in. From take off the Purser looked after the business cabin brilliantly. Drinks and nibbles out sharpish and refreshed without asking. Meal served quickly. Carpaccio of melon with a prawn, miso cod, not overcooked, wasabi mash and veg. Average dessert and cheese and crackers. Wine topped up regularly. Coffee in a mug. All through the flight staff looked after my nervous flyer wife and little four year old with great care and attention as well as the rest of the cabin. Priority offload and separate bus to terminal. Fairly quick passport control and bags coming onto the belt as we got through. The crew had been very kind and chatty with us and in good humor. Apart from delay in leaving Heathrow FAB.",0.8
727,2017-09-06,Verified,"wonderful member of crew   London to Vancouver. I booked our trip with them as the price was unbeatable. Our outward flight to Vancouver was delayed by approx an hour. We were seated on the top deck and I was impressed by the room we had (window/Aisle and 3 middle seats). The crew were great with our young sons offering them extra drinks, pillows etc. Food was OK (the kids Mac cheese was better than the adult meals). Entertainment was good and flight was smooth most of the way. On our return flight we again had a delay of about an hour but 45 mins of that was made up thanks to a strong tail wind. Again we were on the top deck and it was so quiet up there it was lovely. Food was again just ok. We had an incident where my son spilt a bottle of Fanta all over himself midflight when everyone was asleep. He was drenched and I had no spare clothes for him. I spoke to a wonderful member of crew who couldn't be more helpful. She found some first class PJs for him to change into and gave him a couple of extra goodies and she checked up on us a few times after that commenting how good he had been throughout the flight. She really made what could have been a stressful situation much easier and her positive friendly attitude really helped me out. I was pleasently surprised by BA on both legs of our journey and I wouldn't hesitate to book with them again, just a shame they can't up their game food wise.",0.9
728,2017-09-06,Verified,"exceptionally ordinary flight   London to Sao Paulo. An exceptionally ordinary flight, both for good and for bad. Cabin crew were disinterested -- I was made to feel intrusive when I asked at the galley for a glass of water between dinner and breakfast service -- something I'd never felt before. I felt somewhat snubbed when, after asking for help (being short) loading my (exit-row) hand luggage into the OHLs the FA took heed of an older woman telling him her bag had ""two tablets in and is fragile"" so should be stacked on top of mine, and didn't bother to ask me about the contents of my bag -- my laptop speakers haven't worked since. I slept through dinner service, but was awake for the standard disappointment of a breakfast. A continental/charcuterie option would go down a treat on this route, I imagine, but we had a choice of flaccid English breakfast or flaccid omelette. My first BA economy flight after travelling long-haul in Premium economy and Club cabins. I can see why this is the bargain fare, but still better than several competitors. I felt safe, we arrived early, the crew were (for the most part) friendly. What's more to ask for.",0.8
729,2017-09-06,Verified,"become a budget airline   I had a return flight to Istanbul in Club Europe. Staff were usual BA quality however flight experience was awful. Club Europe section with no leg space. There was no inflight entertainment. Lounge in Istanbul probably one of the worst I have been to. Drinks, some cakes and pastry - nothing else. I am sorry to see that British Airways become a budget airline.",0.6
730,2017-08-27,Verified,"your budget airline status   Tokyo Haneda to London Heathrow. This was the return leg of a code share flight with JAL. I flew JAL on the way out and the service was superb and meals delicious. On my return I felt embarrassed that BA is our national airline, mainly due to the absolutely abysmal meal quality. White fish consisted of 3 tiny pieces of 'fish' surrounded by a brown, fatty unidentifiable, flavourless mass. The tiny token broccoli was a greenish brown mush. Service was efficient, bordering on perfunctory. Luckily we brought some other food on board. Please BA, either do away with long haul meals altogether as mooted and declare your budget airline status or serve more appetising, less embarrassing fare. You can't stay 'stuck in the middle' for long!",0.5
731,2017-08-26,Verified,"Absolutely appalling airline   Absolutely appalling airline. Would definetly not recommend. Flew Rome to London Heathrow. Compared to the likes of Qatar, Emirates and Qantas they do not come close. I will never travel with British Airways again. Flights delayed from London to Rome by over 1hr, between 2 captains they could neither take off or land smoothly in perfect conditions. The food is shocking and over priced. The planes are out dated. There stewards and stewardesses are rude and unprofessional compared with the professionalism of other airline staff.",0.3
732,2017-08-24,Verified,"flight was pretty regular   Amsterdam to Gatwick. Check in was easy thanks to fast help from the check-in desk. The staff at the gate were friendly and ensured boarding did not take a huge amount of time. The welcome on board was exceptional, however the cabin crew service was quite regular for the remainder of the flight (ie, nothing exceptional or poor). The seats looked very appealing, but the seams at the point where the upright and horizontal parts of the seat meet are out of line and make it slightly uncomfortable to sit on after a while. This is a great shame for a good looking cabin. We took off twenty minutes after the intended time, due to a late start to boarding and an extended taxi time. However, the pilots did a great job in keeping us informed to the reason for the delay, and the current progress in making up the lost time. Overall the flight was pretty regular from BA, but the good ground staff, useful information as of the delay and friendly cabin crew, made it a good service.",0.1
733,2017-08-23,Verified,a noticeable degradation of service   Flew Zurich to London Heathrow. I have flown 14 times with British Airways in the last 5 months. I've seen a noticeable degradation of service. Flights are frequently late or cancelled and the staff are worn down. They were once smart and full of energy. Sadly they seem to have lost their pride. A huge shame.,0.7
734,2017-08-22,Verified,"A huge disappointment   New York to Cape Town via London Heathrow. A huge disappointment. Even worse when you put it in context of what British Airways used to be. We decided to fly First  because I can't stand Club world (backward seats, forward facing seats almost on the aisle),  claustrophic, poor overhead storage on some planes. Seats were  narrow, poor seat controls (unable to independently control the different seat axes, foot rest had to be set manually), American Airlines and Cathay Pacific new business class products are far better than BA first class. AVOD great on one leg with the new Pansonic system, dreadful on the 2nd leg with the old system.  Food was mediocre at best. Breakfast JFK to LHR was passable, dinner LHR to CPT passible - wife's fish was okay my hamburger was inedible. Meal service slow. Cabin Crew from JFK was excellent, to Cape Town was passable. Changing planes in Heathrow (T5-T3) a nightmar.. I am OneWorld Emerald, never Again",0.3
735,2017-08-21,Verified,bland insulting service   Managed to get upper deck which is rare flying from London to Philadelphia. Cabin was unclean with earbuds and paper on floor from previous flight. No hello for Gold status. It became clear British Airways are some sort of work to rule. One stewardess for all upstairs. Three hours to serve dinner which was bland and tasteless. Cabin Service Director never appeared once despite my TV screen refusing to stay in open position. Never ever again will I pay thousands of pounds for bland insulting service.,0.3
736,2017-08-21,Verified,"positive first experience   Florence to Bristol. A positive first experience and I will try to fly BA in the future. When I booked the flight for myself and my 11 and 13 year olds I was automatically allocated seats (no charge), 23kg of checked luggage included at no additional charge yet the flights still worked out the cheapest. A few hours before the flight, during online check-in, I noticed my daughter's name mispelt on the ticket. I telephoned BA's 24 hour helpline and the ticket was changed and reissued within an hour and I received a call back with an update part way through the process (no charge and no hassle). All staff from customer services to ground staff to in-flight crew were friendly. Staff on the return flight went out of their way to try and help a young mum with an upset child. We were given a meal with water and a further drink on our 2h 20m flight. On this flight to Bristol everything is included in your ticket. We had soft drinks but a couple in-front had G&Ts. Our meal was salmon with couscous, bread, cheese and a mint. On the way back there was a choice of falafel and couscous or chicken salad with a chocolate brownie. The meals were actually really nice. Both our flights did depart late for different and, what I believe were, unavoidable reasons but we were given adequate explanations and our flight out to Italy still arrived early. Some explanation before boarding the return flight might have been helpful although nobody seemed concerned and it was passengers who hadn't got themselves to the gate that further held the flight up. I wasn't bothered which airline I flew with. My criteria were that I could fly from a local airport as cheaply as possible and BA came in cheaper than any of the other airlines for this particular flight. My criteria will still exist but I will certainly be looking at BA first in the future.",0.2
737,2017-08-20,Verified,"A national disgrace   Salzburg to Gatwick. Awful experience. Flight delayed due to operational reasons but this is forgiven as these things happen and BA handling in Salzburg did apologise for the delay. Once boarded with a full flight there were 4 crew members, 2 to serve Club with about 8 passengers and 2 to serve about 120 or more economy passengers. Usual fight for bag space. I was desperate for some water and asked the crew can I buy some water as they dragged the trolley to the front of the cabin. I am in seat 23C right at the back. I am told no, I have to wait for the trolley. I wait and wait and as we fasten our seat belts on descent to Gatwick the trolley gets to seat row 20. The 2 members of crew are still struggling to take card payments, and tell row 20 that the service is now closed, and pass the trolley back to the behind galley. All this as the CSD stands chatting in the Club galley with the other crew member. 1/4 of cabin not given the chance to even buy a glass of water in a 2 hour dinner time flight. No smiles from crew as busy doing math on what they are selling. Not even a flight map to help pass time. Terrible airline. A national disgrace, worse than any budget carrier with high prices and terrible customer service.  I am only rating this as 2/10 as they got me from A to B safely.",1.0
738,2017-08-19,Verified,"downgrade rating of British Airways   Nice to London Heathrow. You must downgrade your rating of British Airways if you truly reflect how bad things have become. Flight delayed, that happens I accept, but the BA ground staff handling was awful - to the point of zero in reality. Once boarded and fighting for overhear bin space, pilot did give a polite and nice apology, but the cabin staff service (that has always been their stronger point) was terrible. Aside from the fact 2 stewards smelt as if they had poured a complete bottle of aftershave over their heads (most unpleasant in a confined space), their service to us lowly passengers was condescending and rude. They seemed intent with making stupid faces and snide comments about some passengers in full hearing of many of us, and that is just not acceptable. Sadly they were almost stationary in the aisle trying to sell food and drinks and we had to suffer long periods of such rudeness. BA management should be fired, or at least the CEO, Mr Cruz, who is destroying our national airline. I'm not a grumpy old man, just a customer with over 50 years experience of flying British Airways (and BOAC and BEA), and a direct witness to the demise of what was a great airline.",0.2
739,2017-08-19,Verified,"Another miserable experience   Athens to Newcastle via London. Another miserable experience. Woken at 7am by text to say 13.30 flight to Heathrow cancelled for operational reasons - phone numbers listed to rearrange. One not open till 9am GMT, the Greek one no longer in use. Website also useless: 'We are experiencing technical difficulties - try again later.' 2 stressful hours later managed to get rebooked onto much later flights - but downgraded on both sectors. [Still not happy that I was involuntarily downgraded on my last BA flight at Easter!] Athens used to have a great BA lounge. Now it's provided by someone else for varied airlines and was pretty grim. Partly because it was filled with numerous disgruntled passengers also downgraded from the cancelled flight. Flights adequate but no different really to service of any budget airline. Crew apologetic about situation but clearly feel they have no voice in BA's direction. Athens ground staff were superb in dealing with unhappy people - albeit unable to say much other than to apologise and say make sure you complain / claim. BA are lucky to have such brilliant front of house staff and cabin crew - without them I'd have already deserted. Still waiting for any response from airline re EU compensation / downgrade almost 2 weeks after submitting forms / emails. This could surely be automatic [managed by most US airlines] and contrasts with a recent Air France experience of far more trivial nature where within 24 hours I'd received a voucher and a personal apology.",0.1
